"x"
"592";2639
"593";2145
"594";3111
"595";2230.5
"596";1781
"597";3130
"598";2387.5
"599";1857
"600";2260
"601";2930
"602";2830.5
"603";1366
"604";1007.5
"605";197
"606";621.5
"607";1568.5
"608";16
"609";1428
"610";1919
"611";2414
"612";57
"613";193
"614";1612
"615";1207
"616";15
"617";246.5
"618";664.5
"619";1301
"620";13
"621";314
"622";1723
"623";1215
"624";29
"625";419
"626";965
"627";1860.5
"628";14
"629";515
"630";2460
"631";1888
"632";412.5
"633";1169
"634";1584
"635";1786
"636";35
"637";1132
"638";929
"639";1902.5
"640";219
"641";1984
"642";2980
"643";2849
"644";27
"645";463
"646";3017
"647";2960.5
"648";165
"649";858
"650";2075
"651";2322
"652";1557
"653";1010
"654";2309
"655";2926.5
"656";371
"657";1476
"658";1993
"659";1485.5
"660";1733
"661";2458
"662";2478.5
"663";3040
"664";168
"665";348
"666";2420
"667";1378
"668";631
"669";1415
"670";2866
"671";2592
"672";331
"673";664.5
"674";1431
"675";1788
"676";971.5
"677";2353
"678";452
"679";1005.5
"680";2405
"681";2655
"682";562
"683";122
"684";1834
"685";1743
"686";703
"687";69
"688";1108
"689";2044
"690";393
"691";236
"692";1686
"693";1702
"694";196
"695";316
"696";1337
"697";2354
"698";693
"699";308
"700";2566
"701";2298
"702";1616
"703";1166
"704";1782
"705";2360
"706";1190
"707";801
"708";1561
"709";2496
"710";696
"711";1837
"712";3061
"713";2935
"714";333
"715";276
"716";3053
"717";3039
"718";1286
"719";602
"720";1945
"721";2863
"722";2561
"723";578
"724";2724
"725";2944
"726";758
"727";798
"728";2329
"729";1346
"730";2289
"731";2203
"732";2580
"733";3070
"734";1151
"735";267
"736";2258
"737";1345
"738";672
"739";1654
"740";3019
"741";2925
"742";808
"743";234
"744";1503
"745";1802
"746";157
"747";1472
"748";530
"749";1187
"750";933
"751";1804
"752";406
"753";48
"754";95
"755";1365
"756";315
"757";272
"758";253
"759";1296
"760";191
"761";88
"762";150
"763";1226
"764";62
"765";101.5
