"ORIG"	"DAT1"	"DAT2"	"cond_memo"	"stat_memo"	"LOCA"	"TOPO"	"REC"	"DET"	"Ordre"	"Famille"	"Sous_Famille"	"Espece"	"Espece_bis"	"GEN"	"SP"	"spec_memo"	"Abondance"	"Parcelle"	"Numero_de_piege"	"Type_piege"	"CPI"	"Numero_de_projet"	"Numero_arbre"	"COND_ID"	"STAT_ID"
deg 46.63988 2.768873	20240603	20240701	"R3;THERA2024/176"	"Lind noir Infra canopee;TR207_TE_4"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus bicolor	Taphrorychus bicolor (Herbst, 1794)	Taphrorychus	bicolor		2	207	4	lind	Noir	56	4	191092	139437
deg 47.26861 2.081451	20240701	20240801	"R4;THERA2024/308"	"Lind noir Infra canopee;VZ236_TE_4"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus bicolor	Taphrorychus bicolor (Herbst, 1794)	Taphrorychus	bicolor		2	236	4	lind	Noir	56	17	191224	139489
deg 46.68164 2.832132	20240701	20240801	"R4;THERA2024/244"	"Lind noir Infra canopee;TR19_TE_4"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus bicolor	Taphrorychus bicolor (Herbst, 1794)	Taphrorychus	bicolor		77	19	4	lind	Noir	56	1	191160	139425
deg 46.63988 2.768873	20240701	20240801	"R4;THERA2024/256"	"Lind noir Infra canopee;TR207_TE_4"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus bicolor	Taphrorychus bicolor (Herbst, 1794)	Taphrorychus	bicolor		5	207	4	lind	Noir	56	4	191172	139437
deg 46.61626 2.734444	20240701	20240801	"R4;THERA2024/260"	"Lind noir Infra canopee;TR315_TE_4"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus bicolor	Taphrorychus bicolor (Herbst, 1794)	Taphrorychus	bicolor		2	315	4	lind	Noir	56	5	191176	139441
deg 46.68164 2.832132	20240701	20240801	"R4;THERA2024/243"	"Lind noir Canopee inferieure;TR19_TE_3"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus bicolor	Taphrorychus bicolor (Herbst, 1794)	Taphrorychus	bicolor		12	19	3	lind	Noir	56	1	191159	139424
deg 46.58879 2.705986	20240603	20240701	"R3;THERA2024/196"	"Lind noir Infra canopee;TR368_TE_4"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus bicolor	Taphrorychus bicolor (Herbst, 1794)	Taphrorychus	bicolor		9	368	4	lind	Noir	56	9	191112	139457
deg 47.23222 2.174727	20240701	20240801	"R4;THERA2024/292"	"Lind noir Infra canopee;VZ63_T_4"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus bicolor	Taphrorychus bicolor (Herbst, 1794)	Taphrorychus	bicolor		1	63	4	lind	Noir	56	13	191208	139473
deg 46.68164 2.832132	20240603	20240701	"R3;THERA2024/163"	"Lind noir Canopee inferieure;TR19_TE_3"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus bicolor	Taphrorychus bicolor (Herbst, 1794)	Taphrorychus	bicolor		14	19	3	lind	Noir	56	1	191079	139424
deg 47.24953 2.183789	20240603	20240701	"R3;THERA2024/207"	"Lind noir Canopee inferieure;VZ22_T_3"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus bicolor	Taphrorychus bicolor (Herbst, 1794)	Taphrorychus	bicolor		1	22	3	lind	Noir	56	12	191123	139468
deg 46.61481 2.719873	20240801	20240915	"R5;THERA2024/343"	"Lind noir Canopee inferieure;TR327_T_3"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		1	327	3	lind	Noir	56	6	191259	139444
deg 47.26527 2.067914	20240502	20240603	"R2;THERA2024/149"	"Lind noir Supra canopee;VZ249_TE_1"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		3	249	1	lind	Noir	56	18	191065	139490
deg 46.66978 2.731031	20240402	20240502	"R1;THERA2024/10"	"Lind noir Canopee superieure;TR118_T_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		3	118	2	lind	Noir	56	3	190926	139431
deg 46.63988 2.768873	20240402	20240502	"R1;THERA2024/15"	"Lind noir Canopee inferieure;TR207_TE_3"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		1	207	3	lind	Noir	56	4	190931	139436
deg 46.61626 2.734444	20240502	20240603	"R2;THERA2024/97"	"Lind noir Supra canopee;TR315_TE_1"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		1	315	1	lind	Noir	56	5	191013	139438
deg 46.61626 2.734444	20240502	20240603	"R2;THERA2024/99"	"Lind noir Canopee inferieure;TR315_TE_3"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		1	315	3	lind	Noir	56	5	191015	139440
deg 46.66978 2.731031	20240502	20240603	"R2;THERA2024/89"	"Lind noir Supra canopee;TR118_T_1"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		4	118	1	lind	Noir	56	3	191005	139430
deg 46.61626 2.734444	20240403	20240502	"R1;THERA2024/20"	"Lind noir Infra canopee;TR315_TE_4"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		3	315	4	lind	Noir	56	5	190936	139441
deg 47.26527 2.067914	20240404	20240502	"R1;THERA2024/69"	"Lind noir Supra canopee;VZ249_TE_1"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		1	249	1	lind	Noir	56	18	190985	139490
deg 46.62809 2.701644	20240502	20240603	"R2;THERA2024/105"	"Lind noir Supra canopee;TR337_T_1"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		7	337	1	lind	Noir	56	7	191021	139446
deg 46.61626 2.734444	20240403	20240502	"R1;THERA2024/17"	"Lind noir Supra canopee;TR315_TE_1"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		1	315	1	lind	Noir	56	5	190933	139438
deg 46.66718 2.798198	20240402	20240502	"R1;THERA2024/07"	"Lind noir Canopee inferieure;TR43_T_3"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		2	43	3	lind	Noir	56	2	190923	139428
deg 47.28669 2.154923	20240404	20240502	"R1;THERA2024/56"	"Lind noir Infra canopee;VZ71_T_4"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		2	71	4	lind	Noir	56	14	190972	139477
deg 47.28669 2.154923	20240502	20240603	"R2;THERA2024/133"	"Lind noir Supra canopee;VZ71_T_1"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		3	71	1	lind	Noir	56	14	191049	139474
deg 46.63988 2.768873	20240402	20240502	"R1;THERA2024/16"	"Lind noir Infra canopee;TR207_TE_4"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		1	207	4	lind	Noir	56	4	190932	139437
deg 46.60366 2.689982	20240502	20240603	"R2;THERA2024/109"	"Lind noir Supra canopee;TR350_T_1"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		1	350	1	lind	Noir	56	8	191025	139450
deg 46.66978 2.731031	20240502	20240603	"R2;THERA2024/91"	"Lind noir Canopee inferieure;TR118_T_3"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		1	118	3	lind	Noir	56	3	191007	139432
deg 47.23222 2.174727	20240502	20240603	"R2;THERA2024/130"	"Lind noir Canopee superieure;VZ63_T_2"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		1	63	2	lind	Noir	56	13	191046	139471
deg 47.26568 2.118357	20240502	20240603	"R2;THERA2024/141"	"Lind noir Supra canopee;VZ179_TE_1"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		1	179	1	lind	Noir	56	16	191057	139482
deg 46.66718 2.798198	20240402	20240502	"R1;THERA2024/08"	"Lind noir Infra canopee;TR43_T_4"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		7	43	4	lind	Noir	56	2	190924	139429
deg 46.58879 2.705986	20240502	20240603	"R2;THERA2024/116"	"Lind noir Infra canopee;TR368_TE_4"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		2	368	4	lind	Noir	56	9	191032	139457
deg 47.24953 2.183789	20240502	20240603	"R2;THERA2024/125"	"Lind noir Supra canopee;VZ22_T_1"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		2	22	1	lind	Noir	56	12	191041	139466
deg 47.26861 2.081451	20240502	20240603	"R2;THERA2024/145"	"Lind noir Supra canopee;VZ236_TE_1"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		2	236	1	lind	Noir	56	17	191061	139486
deg 46.61481 2.719873	20240502	20240603	"R2;THERA2024/103"	"Lind noir Canopee inferieure;TR327_T_3"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		2	327	3	lind	Noir	56	6	191019	139444
deg 47.26093 2.032786	20240502	20240603	"R2;THERA2024/158"	"Lind noir Canopee superieure;VZ290_T_2"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		2	290	2	lind	Noir	56	20	191074	139499
deg 46.61626 2.734444	20240403	20240502	"R1;THERA2024/19"	"Lind noir Canopee inferieure;TR315_TE_3"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		1	315	3	lind	Noir	56	5	190935	139440
deg 47.26861 2.081451	20240502	20240603	"R2;THERA2024/148"	"Lind noir Infra canopee;VZ236_TE_4"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		4	236	4	lind	Noir	56	17	191064	139489
deg 46.66978 2.731031	20240502	20240603	"R2;THERA2024/90"	"Lind noir Canopee superieure;TR118_T_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		2	118	2	lind	Noir	56	3	191006	139431
deg 46.62809 2.701644	20240502	20240603	"R2;THERA2024/106"	"Lind noir Canopee superieure;TR337_T_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		2	337	2	lind	Noir	56	7	191022	139447
deg 46.6001 2.673761	20240502	20240603	"R2;THERA2024/117"	"Lind noir Supra canopee;TR413_T_1"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		3	413	1	lind	Noir	56	10	191033	139458
deg 46.66718 2.798198	20240402	20240502	"R1;THERA2024/05"	"Lind noir Supra canopee;TR43_T_1"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		1	43	1	lind	Noir	56	2	190921	139426
deg 47.24953 2.183789	20240502	20240603	"R2;THERA2024/126"	"Lind noir Canopee superieure;VZ22_T_2"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		1	22	2	lind	Noir	56	12	191042	139467
deg 46.61481 2.719873	20240403	20240502	"R1;THERA2024/23"	"Lind noir Canopee inferieure;TR327_T_3"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		1	327	3	lind	Noir	56	6	190939	139444
deg 46.62809 2.701644	20240402	20240502	"R1;THERA2024/27"	"Lind noir Canopee inferieure;TR337_T_3"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		1	337	3	lind	Noir	56	7	190943	139448
deg 46.61626 2.734444	20240502	20240603	"R2;THERA2024/100"	"Lind noir Infra canopee;TR315_TE_4"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		1	315	4	lind	Noir	56	5	191016	139441
deg 46.60366 2.689982	20240403	20240502	"R1;THERA2024/31"	"Lind noir Canopee inferieure;TR350_T_3"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		3	350	3	lind	Noir	56	8	190947	139452
deg 46.66718 2.798198	20240502	20240603	"R2;THERA2024/85"	"Lind noir Supra canopee;TR43_T_1"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		3	43	1	lind	Noir	56	2	191001	139426
deg 46.6001 2.673761	20240502	20240603	"R2;THERA2024/119"	"Lind noir Canopee inferieure;TR413_T_3"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		3	413	3	lind	Noir	56	10	191035	139460
deg 47.26093 2.032786	20240404	20240502	"R1;THERA2024/80"	"Lind noir Infra canopee;VZ290_T_4"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		1	290	4	lind	Noir	56	20	190996	139501
deg 46.62809 2.701644	20240402	20240502	"R1;THERA2024/28"	"Lind noir Infra canopee;TR337_T_4"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		1	337	4	lind	Noir	56	7	190944	139449
deg 47.25163 2.121351	20240502	20240603	"R2;THERA2024/139"	"Lind noir Canopee inferieure;VZ170_T_3"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		1	170	3	lind	Noir	56	15	191055	139480
deg 46.68164 2.832132	20240502	20240603	"R2;THERA2024/83"	"Lind noir Canopee inferieure;TR19_TE_3"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		3	19	3	lind	Noir	56	1	190999	139424
deg 47.26687 2.196874	20240502	20240603	"R2;THERA2024/122"	"Lind noir Canopee superieure;VZ81 Vouzeron_T_2"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		1	81	2	lind	Noir	56	11	191038	139463
deg 47.26093 2.032786	20240404	20240502	"R1;THERA2024/77"	"Lind noir Supra canopee;VZ290_T_1"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		1	290	1	lind	Noir	56	20	190993	139498
deg 46.62809 2.701644	20240402	20240502	"R1;THERA2024/25"	"Lind noir Supra canopee;TR337_T_1"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		1	337	1	lind	Noir	56	7	190941	139446
deg 46.6001 2.673761	20240502	20240603	"R2;THERA2024/118"	"Lind noir Canopee superieure;TR413_T_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		1	413	2	lind	Noir	56	10	191034	139459
deg 46.60366 2.689982	20240403	20240502	"R1;THERA2024/30"	"Lind noir Canopee superieure;TR350_T_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		1	350	2	lind	Noir	56	8	190946	139451
deg 46.66978 2.731031	20240402	20240502	"R1;THERA2024/11"	"Lind noir Canopee inferieure;TR118_T_3"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		1	118	3	lind	Noir	56	3	190927	139432
deg 47.26568 2.118357	20240502	20240603	"R2;THERA2024/142"	"Lind noir Canopee superieure;VZ179_TE_2"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		1	179	2	lind	Noir	56	16	191058	139483
deg 46.66718 2.798198	20240502	20240603	"R2;THERA2024/87"	"Lind noir Canopee inferieure;TR43_T_3"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		4	43	3	lind	Noir	56	2	191003	139428
deg 46.6001 2.673761	20240502	20240603	"R2;THERA2024/120"	"Lind noir Infra canopee;TR413_T_4"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		4	413	4	lind	Noir	56	10	191036	139461
deg 46.66718 2.798198	20240502	20240603	"R2;THERA2024/88"	"Lind noir Infra canopee;TR43_T_4"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		4	43	4	lind	Noir	56	2	191004	139429
deg 46.66978 2.731031	20240402	20240502	"R1;THERA2024/09"	"Lind noir Supra canopee;TR118_T_1"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		1	118	1	lind	Noir	56	3	190925	139430
deg 47.28669 2.154923	20240603	20240701	"R3;THERA2024/213"	"Lind noir Supra canopee;VZ71_T_1"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		1	71	1	lind	Noir	56	14	191129	139474
deg 46.66978 2.731031	20240701	20240801	"R4;THERA2024/252"	"Lind noir Infra canopee;TR118_T_4"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		1	118	4	lind	Noir	56	3	191168	139433
deg 47.26527 2.067914	20240603	20240701	"R3;THERA2024/230"	"Lind noir Canopee superieure;VZ249_TE_2"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		1	249	2	lind	Noir	56	18	191146	139491
deg 46.66978 2.731031	20240603	20240701	"R3;THERA2024/170"	"Lind noir Canopee superieure;TR118_T_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		1	118	2	lind	Noir	56	3	191086	139431
deg 46.68164 2.832132	20240801	20240915	"R5;THERA2024/323"	"Lind noir Canopee inferieure;TR19_TE_3"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		1	19	3	lind	Noir	56	1	191239	139424
deg 47.26687 2.196874	20240603	20240701	"R3;THERA2024/204"	"Lind noir Infra canopee;VZ81 Vouzeron_T_4"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		1	81	4	lind	Noir	56	11	191120	139465
deg 46.62809 2.701644	20240603	20240701	"R3;THERA2024/185"	"Lind noir Supra canopee;TR337_T_1"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		2	337	1	lind	Noir	56	7	191101	139446
deg 46.63988 2.768873	20240701	20240801	"R4;THERA2024/253"	"Lind noir Supra canopee;TR207_TE_1"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		1	207	1	lind	Noir	56	4	191169	139434
deg 47.26093 2.032786	20240502	20240603	"R2;THERA2024/160"	"Lind noir Infra canopee;VZ290_T_4"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		1	290	4	lind	Noir	56	20	191076	139501
deg 46.62809 2.701644	20240603	20240701	"R3;THERA2024/186"	"Lind noir Canopee superieure;TR337_T_2"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		1	337	2	lind	Noir	56	7	191102	139447
deg 47.24953 2.183789	20240603	20240701	"R3;THERA2024/205"	"Lind noir Supra canopee;VZ22_T_1"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		1	22	1	lind	Noir	56	12	191121	139466
deg 47.26624 2.056827	20240603	20240701	"R3;THERA2024/236"	"Lind noir Infra canopee;VZ270_TE_4"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		1	270	4	lind	Noir	56	19	191152	139497
deg 46.61626 2.734444	20240603	20240701	"R3;THERA2024/177"	"Lind noir Supra canopee;TR315_TE_1"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		4	315	1	lind	Noir	56	5	191093	139438
deg 47.24953 2.183789	20240701	20240801	"R4;THERA2024/288"	"Lind noir Infra canopee;VZ22_T_4"	Vierzon		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		1	22	4	lind	Noir	56	12	191204	139469
deg 46.63988 2.768873	20240701	20240801	"R4;THERA2024/256"	"Lind noir Infra canopee;TR207_TE_4"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		1	207	4	lind	Noir	56	4	191172	139437
deg 46.66978 2.731031	20240603	20240701	"R3;THERA2024/172"	"Lind noir Infra canopee;TR118_T_4"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		1	118	4	lind	Noir	56	3	191088	139433
deg 46.6001 2.673761	20240603	20240701	"R3;THERA2024/200"	"Lind noir Infra canopee;TR413_T_4"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		5	413	4	lind	Noir	56	10	191116	139461
deg 46.61626 2.734444	20240603	20240701	"R3;THERA2024/180"	"Lind noir Infra canopee;TR315_TE_4"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		2	315	4	lind	Noir	56	5	191096	139441
deg 46.58879 2.705986	20240603	20240701	"R3;THERA2024/196"	"Lind noir Infra canopee;TR368_TE_4"	Troncais		R.Balvay	Parmain	COLEOPTERA	Curculionidae	Scolytinae	Taphrorychus villifrons	Taphrorychus villifrons (Dufour, 1843)	Taphrorychus	villifrons		2	368	4	lind	Noir	56	9	191112	139457
