id.trap	massif	num.releve	num.tree2	num.trap	Parcelle	strate	id.trap.releve	ab.colsx	sr.colsx	ab.colsxrar	sr.colsxrar	ab.colsxcom	sr.colsxcom	ab.cav	sr.cav	ab.fon	sr.fon	ab.fonspe	sr.fonspe	ab.suc	sr.suc	ab.lig	sr.lig	ab.flo	sr.flo	ab.pho	sr.pho	ab.myc	sr.myc	ab.xyl	sr.xyl	ab.sxy	sr.sxy	ab.zoo	sr.zoo	ab.cavspe	sr.cavspe	CWM_diam	CWM_canop	CWM_decay	CWM_size	FD_diam	FD_canop	FD_decay	FD_size	id.trap.releve
Vierzon113	Vierzon	R5	11	3	81	intra.inf	Vierzon113R5	10	7	0	0	6	5	1	1	7	4	0	0	0	0	10	7	0	0	0	0	4	2	3	2	2	2	1	1	0	0	2.134	1.685	2.475	4.77	0.339173589	0.537270856	0.400487101	0.597310734	Vierzon113R5
Vierzon114	Vierzon	R1	11	4	81	infra	Vierzon114R1	32	12	0	0	19	9	2	2	28	8	11	2	3	3	21	10	3	3	0	0	26	6	0	0	1	1	5	5	0	0	2.2746875	1.671875	2.578125	2.54375	0.305093196	0.467956563	0.720573383	0.178334223	Vierzon114R1
Vierzon114	Vierzon	R2	11	4	81	infra	Vierzon114R2	54	21	1	1	25	18	11	8	41	10	0	0	1	1	52	20	10	7	2	1	35	5	3	3	9	8	5	4	0	0	2.197407407	1.663888889	2.773518519	5.637037037	0.399701099	0.455145481	0.551787222	0.858540853	Vierzon114R2
Vierzon114	Vierzon	R3	11	4	81	infra	Vierzon114R3	32	26	2	1	27	22	7	6	18	15	3	3	2	2	27	22	6	5	2	1	12	10	6	6	9	6	3	3	0	0	2.4115625	1.54375	2.56125	4.653125	0.515951122	0.444322393	0.840416114	0.532563852	Vierzon114R3
Vierzon114	Vierzon	R4	11	4	81	infra	Vierzon114R4	50	16	0	0	47	14	5	5	43	10	1	1	0	0	48	14	3	2	1	1	5	4	35	3	7	6	3	3	0	0	2.3318	1.539	2.344	3.984	0.273958835	0.274734178	0.625148229	0.462029774	Vierzon114R4
Vierzon114	Vierzon	R5	11	4	81	infra	Vierzon114R5	11	8	0	0	9	6	1	1	7	4	0	0	0	0	11	8	0	0	0	0	2	2	4	2	5	4	0	0	0	0	2.159090909	1.472727273	2.649090909	4.209090909	0.479420282	0.30401746	0.749020203	0.384794482	Vierzon114R5
Vierzon121	Vierzon	R2	12	1	22	supra	Vierzon121R2	103	30	19	3	71	24	14	4	40	9	9	2	2	1	93	27	31	9	1	1	36	6	18	9	28	8	20	6	0	0	1.907475728	1.455339806	2.477281553	4.688349515	0.48683015	0.496756968	1.014161913	0.555028765	Vierzon121R2
Vierzon121	Vierzon	R3	12	1	22	supra	Vierzon121R3	80	21	8	2	65	17	2	2	47	9	5	2	0	0	74	18	14	4	1	1	25	6	34	7	1	1	19	6	0	0	2.13475	1.451875	2.347125	3.8725	0.442134733	0.487658007	0.801774418	0.393631537	Vierzon121R3
Vierzon121	Vierzon	R4	12	1	22	supra	Vierzon121R4	59	17	4	2	32	10	3	2	12	5	0	0	2	1	58	16	20	3	1	1	8	4	25	6	12	2	11	3	1	1	2.314576271	1.578813559	2.624576271	5.962711864	0.448860489	0.372997578	0.787182215	0.735780525	Vierzon121R4
Vierzon121	Vierzon	R5	12	1	22	supra	Vierzon121R5	32	9	0	0	30	7	23	1	27	4	0	0	0	0	32	9	0	0	0	0	24	2	5	4	2	2	1	1	0	0	2.1475	2.2765625	2.5275	4.23125	0.098573911	1.125222826	0.221102254	0.166841721	Vierzon121R5
Vierzon122	Vierzon	R2	12	2	22	intra.sup	Vierzon122R2	100	40	18	5	53	32	13	9	52	15	5	3	0	0	91	34	23	11	4	3	43	9	8	7	19	9	27	13	2	2	2.1268	1.626	2.7756	4.546	0.477909804	0.674444334	0.756682756	0.532434441	Vierzon122R2
Vierzon122	Vierzon	R3	12	2	22	intra.sup	Vierzon122R3	215	36	6	2	197	31	23	11	157	12	6	3	2	1	209	33	25	9	0	0	29	8	142	10	17	7	25	10	0	0	2.273906977	1.546976744	2.389023256	4.596744186	0.253459441	0.340657142	0.687272805	0.567024776	Vierzon122R3
Vierzon122	Vierzon	R5	12	2	22	intra.sup	Vierzon122R5	17	12	1	1	10	8	6	4	10	5	1	1	0	0	16	11	0	0	0	0	9	4	3	3	3	3	2	2	0	0	2.186470588	1.788235294	2.667058824	4.964705882	0.330736942	0.874264743	0.516933649	0.546890291	Vierzon122R5
Vierzon123	Vierzon	R2	12	3	22	intra.inf	Vierzon123R2	53	26	5	2	29	21	12	7	36	15	1	1	1	1	50	24	9	5	2	1	26	8	3	2	8	5	14	10	0	0	2.185471698	1.72490566	2.827735849	3.239622642	0.41319119	0.666473022	0.703169235	0.265473386	Vierzon123R2
Vierzon123	Vierzon	R3	12	3	22	intra.inf	Vierzon123R3	275	22	3	2	256	17	6	5	248	10	1	1	1	1	273	20	2	2	1	1	21	6	241	6	3	3	10	7	1	1	2.287963636	1.530981818	2.106727273	2.952363636	0.101335474	0.179660878	0.239614251	0.160833123	Vierzon123R3
Vierzon123	Vierzon	R5	12	3	22	intra.inf	Vierzon123R5	7	7	0	0	6	6	1	1	5	5	0	0	0	0	7	7	1	1	0	0	3	3	2	2	2	2	0	0	0	0	2.105714286	1.714285714	2.692857143	4.071428571	0.260089731	0.810005704	0.512682931	0.383992454	Vierzon123R5
Vierzon124	Vierzon	R1	12	4	22	infra	Vierzon124R1	32	19	2	2	24	14	8	5	13	8	0	0	0	0	29	18	5	3	3	1	7	4	3	3	2	2	17	9	0	0	2.1940625	1.9125	2.8234375	4.5	0.486894627	0.826250578	0.559392494	0.391279583	Vierzon124R1
Vierzon124	Vierzon	R2	12	4	22	infra	Vierzon124R2	30	15	0	0	13	12	6	5	23	8	1	1	4	3	28	13	2	2	2	2	20	5	1	1	3	3	4	4	1	1	2.26	1.71	2.640333333	3.783333333	0.485742615	0.451759279	0.611383339	0.457847002	Vierzon124R2
Vierzon124	Vierzon	R3	12	4	22	infra	Vierzon124R3	183	21	1	1	171	17	13	3	159	10	1	1	2	2	182	20	2	2	0	0	29	6	145	7	3	3	4	3	0	0	2.234972678	1.599453552	2.131420765	2.978688525	0.166943744	0.42356949	0.294222597	0.161376211	Vierzon124R3
Vierzon124	Vierzon	R4	12	4	22	infra	Vierzon124R4	138	18	1	1	128	13	5	4	107	7	0	0	0	0	137	17	1	1	1	1	11	6	122	7	1	1	2	2	1	1	2.275434783	1.538188406	2.097101449	2.9	0.136358459	0.201675708	0.22056831	0.136593047	Vierzon124R4
Vierzon124	Vierzon	R5	12	4	22	infra	Vierzon124R5	9	5	1	1	8	4	0	0	5	1	0	0	1	1	9	5	0	0	0	0	0	0	7	3	1	1	1	1	0	0	2.494444444	1.444444444	2	3.655555556	0.427822086	0.262928681	3.57739E-16	0.307469782	Vierzon124R5
Vierzon131	Vierzon	R1	13	1	63	supra	Vierzon131R1	46	16	7	2	34	12	9	4	24	6	0	0	0	0	42	14	18	7	4	2	16	3	8	3	8	4	10	4	1	1	2.324347826	1.556521739	2.83	4.389130435	0.5279971	0.361419623	0.669589106	0.402810988	Vierzon131R1
Vierzon131	Vierzon	R2	13	1	63	supra	Vierzon131R2	120	30	9	3	109	26	18	9	62	11	11	3	0	0	108	26	26	12	1	1	56	6	15	6	25	7	22	9	0	0	2.218166667	1.479166667	2.745083333	5.553333333	0.654324498	0.308567722	0.740776406	0.692320164	Vierzon131R2
Vierzon131	Vierzon	R3	13	1	63	supra	Vierzon131R3	93	27	12	3	70	19	5	5	44	13	6	3	5	4	87	24	5	5	0	0	41	10	38	8	3	3	11	6	0	0	2.273333333	1.431182796	2.243548387	3.849462366	0.526034629	0.483188347	0.714477508	0.426925877	Vierzon131R3
Vierzon131	Vierzon	R4	13	1	63	supra	Vierzon131R4	107	23	1	1	85	19	3	2	30	8	2	1	0	0	103	21	37	5	2	1	12	4	54	10	34	4	5	4	2	1	2.348878505	1.457943925	2.59	7.971028037	0.457356236	0.440524907	0.831824525	0.897025935	Vierzon131R4
Vierzon131	Vierzon	R5	13	1	63	supra	Vierzon131R5	43	11	0	0	31	8	16	2	25	5	0	0	0	0	43	11	1	1	0	0	20	3	20	5	2	2	1	1	0	0	2.254651163	1.840697674	2.318604651	4.365116279	0.25778557	1.061510396	0.472574385	0.416165958	Vierzon131R5
Vierzon132	Vierzon	R1	13	2	63	intra.sup	Vierzon132R1	27	16	3	2	22	13	7	3	21	12	2	2	0	0	21	13	13	8	4	1	8	5	1	1	5	2	9	7	0	0	2.273703704	1.52962963	2.925555556	4.992592593	0.67800311	0.296126746	0.668027867	0.39752389	Vierzon132R1
Vierzon132	Vierzon	R2	13	2	63	intra.sup	Vierzon132R2	162	37	5	3	148	31	17	7	89	14	9	4	7	3	150	32	26	11	3	1	77	9	25	9	25	8	28	9	0	0	2.284320988	1.530740741	2.683888889	5.017901235	0.545539424	0.331991723	0.716355341	0.556123611	Vierzon132R2
Vierzon132	Vierzon	R3	13	2	63	intra.sup	Vierzon132R3	40	23	2	2	36	19	5	4	12	9	2	2	4	3	37	20	6	5	1	1	6	5	10	5	7	5	13	5	1	1	2.37625	1.47875	2.35775	7.0175	0.673872676	0.548463999	0.679644814	0.848734593	Vierzon132R3
Vierzon132	Vierzon	R4	13	2	63	intra.sup	Vierzon132R4	157	39	7	2	136	35	17	8	22	11	4	2	9	3	152	36	51	8	1	1	17	6	59	10	54	11	19	10	0	0	2.440382166	1.443949045	2.548535032	9.204458599	0.534032315	0.51968825	0.95055158	0.896722074	Vierzon132R4
Vierzon133	Vierzon	R1	13	3	63	intra.inf	Vierzon133R1	6	6	1	1	4	4	0	0	3	3	0	0	1	1	6	6	2	2	0	0	1	1	1	1	0	0	3	3	0	0	2.333333333	1.633333333	2.661666667	3.8	0.300415729	0.591589531	0.883229129	0.267980188	Vierzon133R1
Vierzon133	Vierzon	R3	13	3	63	intra.inf	Vierzon133R3	41	18	0	0	27	16	5	5	30	13	2	2	10	4	38	15	5	4	2	2	20	7	3	1	5	3	3	3	0	0	2.297317073	1.754878049	2.508780488	3.514634146	0.462482804	0.654920421	0.92577041	0.361619094	Vierzon133R3
Vierzon133	Vierzon	R4	13	3	63	intra.inf	Vierzon133R4	71	22	5	3	58	17	4	2	34	9	1	1	4	3	70	21	6	2	0	0	5	4	51	8	11	7	1	1	0	0	2.272394366	1.465492958	2.248873239	5.273239437	0.407193073	0.348594113	0.573229107	0.623181437	Vierzon133R4
Vierzon134	Vierzon	R1	13	4	63	infra	Vierzon134R1	7	6	0	0	5	5	1	1	4	3	0	0	1	1	6	5	2	2	1	1	2	1	0	0	0	0	3	3	0	0	2.201428571	1.642857143	2.662857143	3.528571429	0.582352307	0.740858875	0.814348539	0.313477476	Vierzon134R1
Vierzon134	Vierzon	R3	13	4	63	infra	Vierzon134R3	21	15	0	0	19	13	1	1	9	7	2	2	1	1	19	13	3	3	0	0	6	5	7	5	2	2	5	2	0	0	2.298095238	1.488095238	2.443333333	5.828571429	0.510277862	0.34683171	0.76052096	0.693048198	Vierzon134R3
Vierzon134	Vierzon	R4	13	4	63	infra	Vierzon134R4	65	20	13	4	40	14	2	2	21	6	1	1	0	0	64	19	1	1	0	0	3	3	53	9	7	6	2	2	0	0	2.289384615	1.406923077	2.150307692	4.438461538	0.520519635	0.486891868	0.297473517	0.421615865	Vierzon134R4
Vierzon141	Vierzon	R1	14	1	71	supra	Vierzon141R1	43	20	2	2	36	14	9	5	22	8	0	0	2	2	43	20	12	8	0	0	16	5	5	2	13	6	7	5	0	0	2.087209302	1.574418605	2.85	3.655813953	0.520198237	0.526959415	0.762026197	0.336422247	Vierzon141R1
Vierzon141	Vierzon	R2	14	1	71	supra	Vierzon141R2	61	24	1	1	47	21	15	6	32	10	6	2	0	0	53	21	16	7	2	1	28	7	13	9	12	4	6	3	0	0	2.091311475	1.604918033	2.842131148	3.459016393	0.465935424	0.459962993	0.810908675	0.317812272	Vierzon141R2
Vierzon141	Vierzon	R3	14	1	71	supra	Vierzon141R3	38	25	3	2	29	21	3	3	19	9	2	2	1	1	35	22	6	6	1	1	14	5	10	8	4	4	8	6	1	1	2.160526316	1.496052632	2.546842105	4.126315789	0.635208553	0.450507868	0.649862852	0.42052057	Vierzon141R3
Vierzon141	Vierzon	R4	14	1	71	supra	Vierzon141R4	37	20	1	1	26	16	2	2	15	8	3	2	1	1	34	18	10	3	0	0	12	5	9	6	12	5	3	3	0	0	2.222432432	1.543243243	2.615675676	6.605405405	0.491203314	0.487209866	0.779273062	0.920202892	Vierzon141R4
Vierzon141	Vierzon	R5	14	1	71	supra	Vierzon141R5	26	12	1	1	19	9	7	1	18	7	0	0	1	1	26	12	1	1	0	0	10	2	12	6	1	1	1	1	0	0	2.203846154	1.867307692	2.363461538	3.388461538	0.302694071	1.02891708	0.464434342	0.238358307	Vierzon141R5
Vierzon142	Vierzon	R1	14	2	71	intra.sup	Vierzon142R1	131	20	21	3	103	14	22	6	21	11	1	1	2	1	128	18	46	8	2	1	14	6	7	4	18	4	90	5	0	0	2.243435115	1.747328244	3.315114504	6.980916031	0.191595957	0.653709707	0.386187147	0.662896349	Vierzon142R1
Vierzon142	Vierzon	R2	14	2	71	intra.sup	Vierzon142R2	150	39	10	4	111	32	42	14	83	18	7	4	1	1	136	33	44	17	8	3	53	10	12	7	33	10	44	9	1	1	2.205333333	1.666333333	3.032066667	5.648	0.539495875	0.673508547	0.703738631	0.614534448	Vierzon142R2
Vierzon142	Vierzon	R3	14	2	71	intra.sup	Vierzon142R3	50	24	4	2	44	20	16	8	19	7	4	1	0	0	44	21	12	8	2	2	13	4	8	6	11	6	16	6	1	1	2.2622	1.605	2.911	7.192	0.742983103	0.715393086	0.731022455	0.750572595	Vierzon142R3
Vierzon142	Vierzon	R4	14	2	71	intra.sup	Vierzon142R4	71	24	6	3	53	16	2	2	13	8	0	0	0	0	71	24	29	3	0	0	9	5	15	9	26	8	21	2	0	0	2.242676056	1.418309859	3.054084507	7.011267606	0.503554815	0.435442584	0.713545123	0.658158537	Vierzon142R4
Vierzon142	Vierzon	R5	14	2	71	intra.sup	Vierzon142R5	53	14	1	1	46	10	19	2	26	6	2	2	0	0	51	12	6	2	0	0	25	5	18	4	9	4	1	1	0	0	2.405660377	1.749056604	2.510377358	9.139622642	0.478100835	1.536344554	0.50142435	1.024943079	Vierzon142R5
Vierzon143	Vierzon	R1	14	3	71	intra.inf	Vierzon143R1	99	27	23	2	48	21	25	10	45	13	3	2	2	1	95	24	49	13	1	1	35	7	5	4	13	6	45	9	0	0	2.211010101	1.706060606	3.174949495	3.84040404	0.363386509	0.691298962	0.556117548	0.353470875	Vierzon143R1
Vierzon143	Vierzon	R2	14	3	71	intra.inf	Vierzon143R2	155	38	2	2	68	33	45	17	129	19	6	4	2	2	147	33	16	12	3	2	99	13	5	3	36	10	12	10	0	0	2.287806452	1.714322581	2.979677419	3.424516129	0.567482322	0.431899868	0.755622792	0.370846086	Vierzon143R2
Vierzon143	Vierzon	R3	14	3	71	intra.inf	Vierzon143R3	79	28	0	0	38	24	16	10	54	14	3	3	2	1	74	23	15	7	4	3	46	8	9	6	8	6	12	5	1	1	2.282658228	1.765696203	2.958101266	4.934177215	0.527099566	0.621131523	0.584829047	0.72352376	Vierzon143R3
Vierzon143	Vierzon	R4	14	3	71	intra.inf	Vierzon143R4	39	22	3	3	20	16	6	5	19	6	6	4	0	0	33	18	3	3	0	0	19	6	5	2	10	9	5	5	0	0	2.401282051	1.638205128	2.843076923	5.228205128	0.565396139	0.729605873	0.588319405	0.725589901	Vierzon143R4
Vierzon143	Vierzon	R5	14	3	71	intra.inf	Vierzon143R5	19	9	0	0	10	6	5	3	13	5	1	1	0	0	18	8	1	1	0	0	12	4	4	2	2	2	1	1	0	0	2.391578947	1.802631579	2.678947368	6.436842105	0.581304611	0.964703604	0.537210096	0.986979546	Vierzon143R5
Vierzon144	Vierzon	R1	14	4	71	infra	Vierzon144R1	69	27	3	3	57	21	32	8	40	15	8	3	3	2	58	23	17	7	3	1	20	8	9	5	16	5	20	7	0	0	2.521594203	1.83115942	2.861594203	5.046376812	0.48580767	0.823589413	0.827055965	0.46582975	Vierzon144R1
Vierzon144	Vierzon	R2	14	4	71	infra	Vierzon144R2	96	19	0	0	56	16	42	6	81	11	3	3	1	1	93	16	5	2	0	0	46	9	7	4	40	4	3	2	0	0	2.397083333	1.67	3.255208333	3.163541667	0.616995992	0.433608236	1.027917946	0.256524807	Vierzon144R2
Vierzon144	Vierzon	R3	14	4	71	infra	Vierzon144R3	10	8	0	0	8	6	3	3	5	5	0	0	0	0	10	8	2	2	0	0	3	3	4	2	3	3	0	0	0	0	2.352	1.7	2.8	2.82	0.277228712	0.580833358	0.788838229	0.175840617	Vierzon144R3
Vierzon144	Vierzon	R4	14	4	71	infra	Vierzon144R4	19	12	1	1	12	9	5	4	13	7	5	3	0	0	14	9	0	0	0	0	13	7	3	2	3	3	0	0	0	0	2.481578947	1.662105263	3.097894737	4.268421053	0.650152568	0.906647084	0.636045996	0.510500126	Vierzon144R4
Vierzon144	Vierzon	R5	14	4	71	infra	Vierzon144R5	9	6	0	0	9	6	3	2	5	3	0	0	0	0	9	6	0	0	0	0	3	2	3	2	1	1	2	1	0	0	2.233333333	1.833333333	2.665555556	3.888888889	0.423120745	1.003909508	0.797977666	0.28719705	Vierzon144R5
Vierzon151	Vierzon	R1	15	1	170	supra	Vierzon151R1	23	16	2	2	17	12	8	4	7	6	0	0	0	0	22	15	9	5	1	1	5	4	7	5	8	4	2	2	0	0	2.139565217	1.52173913	2.890434783	3.691304348	0.403556409	0.196722073	0.959865974	0.281894938	Vierzon151R1
Vierzon151	Vierzon	R3	15	1	170	supra	Vierzon151R3	25	15	1	1	20	11	3	3	6	5	0	0	2	1	23	13	11	5	2	2	4	3	6	4	2	2	11	4	2	2	2.4148	1.556	2.92	5.192	0.392304015	0.39961335	0.834954926	0.562142611	Vierzon151R3
Vierzon151	Vierzon	R4	15	1	170	supra	Vierzon151R4	45	19	1	1	40	15	1	1	13	8	2	2	1	1	42	16	24	4	1	1	9	5	7	5	4	3	24	5	1	1	2.331555556	1.466666667	3.004444444	6.648888889	0.426430489	0.401563803	0.641738253	0.576083494	Vierzon151R4
Vierzon151	Vierzon	R5	15	1	170	supra	Vierzon151R5	27	11	1	1	20	7	14	1	23	7	1	1	0	0	26	10	1	1	0	0	22	6	3	3	2	2	0	0	0	0	2.091481481	2.164814815	2.622222222	3.185185185	0.342292494	1.212393361	0.349595923	0.18020207	Vierzon151R5
Vierzon152	Vierzon	R1	15	2	170	intra.sup	Vierzon152R1	31	16	1	1	25	12	6	4	10	6	0	0	1	1	30	15	8	6	1	1	6	3	1	1	8	4	14	6	0	0	2.168387097	1.675806452	3.037741935	6.54516129	0.411426586	0.59156155	0.670092598	0.692072022	Vierzon152R1
Vierzon152	Vierzon	R2	15	2	170	intra.sup	Vierzon152R2	90	40	13	6	75	33	25	11	18	14	1	1	2	1	88	38	37	17	1	1	6	4	26	9	30	11	25	14	1	1	2.185	1.467777778	2.741	8.762222222	0.772054319	0.518806092	0.937463442	0.809642271	Vierzon152R2
Vierzon152	Vierzon	R3	15	2	170	intra.sup	Vierzon152R3	70	32	13	3	50	24	5	4	20	10	1	1	0	0	69	31	14	7	1	1	17	8	23	9	15	8	15	7	0	0	2.095428571	1.385714286	2.518714286	7.074285714	0.582725344	0.666772988	0.832131455	0.723902574	Vierzon152R3
Vierzon152	Vierzon	R4	15	2	170	intra.sup	Vierzon152R4	66	22	3	2	51	17	2	2	10	7	3	2	0	0	63	20	25	4	0	0	8	5	26	9	7	5	25	3	0	0	2.322727273	1.374242424	2.686363636	7.240909091	0.442703193	0.439136331	0.8949862	0.630227014	Vierzon152R4
Vierzon152	Vierzon	R5	15	2	170	intra.sup	Vierzon152R5	25	17	0	0	20	15	4	2	9	4	0	0	2	2	25	17	0	0	0	0	7	2	12	10	4	3	1	1	0	0	2.0332	1.6	2.3016	5.468	0.565140377	0.774444478	0.590526726	0.598323357	Vierzon152R5
Vierzon153	Vierzon	R1	15	3	170	intra.inf	Vierzon153R1	22	16	2	2	13	12	6	5	14	9	1	1	3	3	20	14	8	7	1	1	10	5	1	1	4	3	6	6	0	0	2.210909091	1.695454545	2.921818182	3.327272727	0.309472611	0.627036012	0.740996419	0.267179122	Vierzon153R1
Vierzon153	Vierzon	R2	15	3	170	intra.inf	Vierzon153R2	56	33	2	2	40	28	14	10	27	13	7	4	3	3	49	29	16	12	0	0	23	9	8	5	19	13	5	5	0	0	2.129285714	1.605357143	2.623392857	4.705357143	0.494695073	0.518909904	0.933533389	0.569476081	Vierzon153R2
Vierzon153	Vierzon	R3	15	3	170	intra.inf	Vierzon153R3	30	22	1	1	19	18	8	7	16	9	0	0	1	1	29	21	8	7	2	2	10	3	7	7	7	6	4	4	0	0	2.212666667	1.631666667	2.951333333	4.603333333	0.496743754	0.613370782	0.61596804	0.496846672	Vierzon153R3
Vierzon153	Vierzon	R5	15	3	170	intra.inf	Vierzon153R5	19	12	2	1	10	6	4	1	12	7	1	1	0	0	17	10	0	0	0	0	10	6	7	4	1	1	0	0	1	1	2.151578947	2.002631579	2.573684211	3.973684211	0.409852804	1.11621369	0.522418329	0.381903751	Vierzon153R5
Vierzon154	Vierzon	R1	15	4	170	infra	Vierzon154R1	19	13	0	0	15	11	5	3	12	7	2	1	1	1	14	11	5	3	3	1	8	5	1	1	0	0	7	6	0	0	2.383157895	1.707894737	2.703684211	4.189473684	0.516887115	0.809841524	0.744698251	0.338027464	Vierzon154R1
Vierzon154	Vierzon	R2	15	4	170	infra	Vierzon154R2	26	17	2	2	21	13	8	6	9	6	0	0	4	2	26	17	7	7	1	1	5	2	9	4	8	7	3	3	0	0	2.171153846	1.648076923	2.476538462	6.242307692	0.735516549	0.617565053	0.968508075	0.617353075	Vierzon154R2
Vierzon154	Vierzon	R3	15	4	170	infra	Vierzon154R3	22	18	0	0	18	15	4	3	9	7	0	0	0	0	21	17	5	4	1	1	5	4	4	4	7	6	5	3	1	1	2.251363636	1.579545455	2.631818182	5.363636364	0.613018035	0.447025673	0.715119717	0.551887456	Vierzon154R3
Vierzon154	Vierzon	R4	15	4	170	infra	Vierzon154R4	11	9	0	0	6	6	1	1	6	4	0	0	0	0	11	9	0	0	0	0	6	4	1	1	3	3	1	1	0	0	2.271818182	1.756363636	2.840909091	3.390909091	0.544461983	0.610835081	0.466382424	0.454345872	Vierzon154R4
Vierzon154	Vierzon	R5	15	4	170	infra	Vierzon154R5	13	9	0	0	12	8	0	0	7	5	3	2	0	0	10	7	0	0	0	0	4	3	5	4	2	1	2	1	0	0	2.258461538	1.55	2.269230769	4.884615385	0.263786992	0.409561983	0.402138742	0.548578353	Vierzon154R5
Vierzon161	Vierzon	R1	16	1	179	supra	Vierzon161R1	17	13	0	0	14	11	3	3	10	7	0	0	0	0	16	12	2	2	1	1	6	4	5	4	3	3	2	1	0	0	2.3	1.708823529	2.792352941	4.152941176	0.253872447	0.592054764	0.720515642	0.435381491	Vierzon161R1
Vierzon161	Vierzon	R2	16	1	179	supra	Vierzon161R2	103	28	19	4	80	21	13	6	21	6	5	1	0	0	98	27	64	10	0	0	21	6	46	8	13	5	23	9	0	0	2.016213592	1.421359223	2.461067961	9.826213592	0.471103411	0.438859779	0.909023139	1.314022644	Vierzon161R2
Vierzon161	Vierzon	R3	16	1	179	supra	Vierzon161R3	53	23	8	2	38	18	7	4	31	10	1	1	1	1	52	22	6	4	0	0	28	7	11	6	3	2	11	8	0	0	2.312264151	1.462264151	2.472641509	4.533962264	0.50028869	0.617053594	0.863170522	0.602387587	Vierzon161R3
Vierzon161	Vierzon	R4	16	1	179	supra	Vierzon161R4	45	13	1	1	35	9	0	0	6	4	0	0	0	0	44	12	24	4	1	1	3	3	16	5	19	3	6	1	1	1	2.407333333	1.478888889	2.842222222	7.906666667	0.239392315	0.204845345	0.823088641	0.793170675	Vierzon161R4
Vierzon161	Vierzon	R5	16	1	179	supra	Vierzon161R5	49	13	2	2	43	10	21	2	21	2	0	0	0	0	49	13	4	1	0	0	21	2	20	8	8	3	0	0	0	0	2.314285714	1.812244898	2.459183673	8.014285714	0.383399206	1.556307623	0.479676724	0.870615618	Vierzon161R5
Vierzon162	Vierzon	R1	16	2	179	intra.sup	Vierzon162R1	23	13	4	1	10	9	2	2	8	3	0	0	0	0	22	12	7	4	1	1	7	2	5	4	3	2	7	4	0	0	2.035217391	1.593478261	2.717391304	3.87826087	0.316644689	0.421351231	0.730911327	0.391639308	Vierzon162R1
Vierzon162	Vierzon	R2	16	2	179	intra.sup	Vierzon162R2	160	45	44	5	112	37	44	14	45	16	5	2	4	2	150	42	78	19	5	1	25	9	26	11	46	11	57	12	0	0	2.2108125	1.4503125	2.918625	8.079375	0.617705381	0.598105209	0.873359591	0.834684342	Vierzon162R2
Vierzon162	Vierzon	R3	16	2	179	intra.sup	Vierzon162R3	126	39	8	4	114	33	26	9	56	13	6	3	4	3	117	35	26	10	5	2	45	9	23	10	31	10	21	7	0	0	2.284920635	1.476190476	2.815793651	7.518253968	0.679756429	0.42366152	0.805206045	0.896835709	Vierzon162R3
Vierzon162	Vierzon	R4	16	2	179	intra.sup	Vierzon162R4	335	25	6	2	303	20	16	3	41	7	1	1	5	1	334	24	156	5	0	0	10	5	159	9	150	6	11	4	0	0	2.60241791	1.362238806	2.733731343	11.80656716	0.359330236	0.502448674	0.938640308	0.77651217	Vierzon162R4
Vierzon162	Vierzon	R5	16	2	179	intra.sup	Vierzon162R5	45	10	0	0	33	9	7	2	8	3	0	0	0	0	45	10	6	4	0	0	5	1	27	3	11	5	2	1	0	0	2.576	1.486666667	2.420222222	8.682222222	0.356098419	0.626009286	0.611976653	1.040413547	Vierzon162R5
Vierzon163	Vierzon	R1	16	3	179	intra.inf	Vierzon163R1	20	9	3	1	6	6	2	2	13	4	0	0	1	1	20	9	5	3	0	0	13	4	2	2	1	1	4	2	0	0	2.072	1.7825	2.8975	2.3	0.164001601	0.631656277	0.514261846	0.150525042	Vierzon163R1
Vierzon163	Vierzon	R2	16	3	179	intra.inf	Vierzon163R2	78	34	24	4	44	28	19	12	30	14	3	2	6	2	72	29	41	16	6	4	21	7	7	5	13	11	32	8	2	2	2.146025641	1.591025641	3.004615385	4.708974359	0.552961229	0.582599535	0.765715252	0.419502747	Vierzon163R2
Vierzon163	Vierzon	R5	16	3	179	intra.inf	Vierzon163R5	22	13	0	0	16	9	5	4	11	6	1	1	0	0	19	11	2	2	0	0	8	5	9	4	3	3	0	0	2	1	2.411818182	1.754545455	2.590454545	4.954545455	0.401789864	0.862049509	0.671390096	0.632606651	Vierzon163R5
Vierzon164	Vierzon	R1	16	4	179	infra	Vierzon164R1	35	14	1	1	23	11	10	3	23	5	0	0	0	0	35	14	5	3	0	0	23	5	1	1	2	2	9	6	0	0	2.135714286	1.786	3.126285714	3.542857143	0.275529321	0.789933367	0.608581883	0.394604609	Vierzon164R1
Vierzon164	Vierzon	R2	16	4	179	infra	Vierzon164R2	59	34	10	4	39	28	21	16	30	13	4	3	4	3	54	30	18	15	3	2	26	10	7	3	10	10	12	8	1	1	2.225762712	1.700677966	2.769661017	4.496610169	0.567993107	0.855148222	0.953606459	0.471179429	Vierzon164R2
Vierzon164	Vierzon	R3	16	4	179	infra	Vierzon164R3	60	32	8	3	38	25	11	8	22	10	2	2	1	1	54	29	8	7	4	1	21	9	15	6	12	10	12	7	4	1	2.395833333	1.639166667	2.684666667	6.201666667	0.684715145	0.818746466	0.774275062	0.8368109	Vierzon164R3
