LOCA	num.tree2	num.trap	parcelle	idtrap	strate	Dendrophilus.punctatus	Poecilium.rufipes	Ampedus.rufipennis	Plegaderus.dissectus	Kissophagus.vicinus	Globicornis.fasciata	Cerylon.deplanatum	Agrilus.angustulus	Conopalpus.brevicollis	Cryptophilus.integer	Dorcatoma.chrysomelina	Lymexylon.navale	Microrhagus.pyrenaeus	Teredus.cylindricus	Trox.scaber	Trypodendron.signatum	Silvanus.unidentatus	Corticeus.suberis	Allonyx.quadrimaculatus	Epuraea.sp.	Mycetophagus.fulvicollis	Anaglyptus.mysticus	Xylotrechus.arvicola	Mycetophagus.multipunctatus	Mordellistena.variegata	Obrium.cantharinum	Salpingus.tapirus	Callimus.angulatus	Eidophelus.caucasicus	Anaspis.frontalis	Placonotus.testaceus	Aulonothroscus.brevicollis	Rutpela.maculata	Palorus.depressus	Liocola.marmorata	Gonodera.luperus	Hylis.simonae	Anthrenus.sp.	Symbiotes.sp.	Sulcacis.fronticornis	Pseudeuparius.sepicola	Lichenophanes.varius	Platysoma.compressum	Choragus.sheppardi	Trypophloeus.granulatus	Notolaemus.unifasciatus	Pentaphyllus.testaceus	Hemicrepidius.hirtus	Mesosa.curculionoides	Brachygonus.bouyoni	Ampedus.pomonae	Tenebroides.fuscus	Nemozoma.elongatum	Malthininae	Xyletinus.sp.	Agrilus.obscuricollis	Tillus.elongatus	Hemicoelus.fulvicornis	Cis.villosulus	Dorcatoma.androgyna	Grammoptera.abdominalis	Colydium.elongatum	Dermestes.lardarius	Leiopus.femoratus	Attagenus.punctatus	Cis.fusciclavis	Triplax.rufipes	Platypus.cylindrus	Xylopertha.retusa	Dorcus.parallelipipedus	Anaspis.flava	Attagenus.pellio	Pediacus.dermestoides	Anthribus.nebulosus	Aplocnemus.sp.	Clambus.sp.	Agrilus.hastulifer	Isorhipis.marmottani	Gnorimus.nobilis	Agrilus.olivicolor	Soronia.oblonga	Leiopus.linnei	Ennearthron.cornutum	Paromalus.flavicornis	Aplocnemus.impressus	Ptinomorphus.imperialis	Globicornis.nigripes	Monotoma.picipes	Salpingus.ruficollis	Cryptolestes.corticinus	Allandrus.therondi	Dissoleucas.niveirostris	Plagionotus.detritus	Dorcatoma.substriata	Mordellistena.neuwaldeggiana	Exocentrus.adspersus	Pedostrangalia.revestita	Ropalopus.femoratus	Agrilus.graminis	Cis.boleti	Triplax.lepida	Lissodema.denticolle	Melandrya.barbata	Scolytus.rugulosus	Meliboeus.fulgidicollis	Conopalpus.testaceus	Tritoma.bipustulata	Anthrenus.pimpinellae	Nalassus.laevioctostriatus	Xestobium.rufovillosum	Rhizophagus.bipustulatus	Opilo.pallidus	Anthrenus.scrophulariae	Hemicoelus.costatus	Stictoleptura.scutellata	Rhagium.sycophanta	Tribolium.castaneum	Rhagium.bifasciatum	Dasytes.caeruleus	Coraebus.undatus	Potosia.cuprea	Vincenzellus.ruficollis	Platycerus.caraboides	Pycnomerus.terebrans	Dermestes.bicolor	Ampedus.balteatus	Hedobia.pubescens	Orthocis.alni	Prionocyphon.serricornis	Carcinops.pumilio	Eidophelus.fagi	Attagenus.unicolor	Mesocoelopus.niger	Cryptolestes.duplicatus	Pyrochroa.coccinea	Alphitobius.diaperinus	Mordella.brachyura	Agrilus.laticornis	Deroplia.genei	Latridius.hirtus	Salpingus.planirostris	Cryptolestes.ferrugineus	Nematodes.filum	Ptilinus.pectinicornis	Anaspis.lurida	Cerylon.ferrugineum	Gnathoncus.buyssoni	Orthocis.coluber	Scolytus.carpini	Bitoma.crenata	Cerylon.histeroides	Xyleborus.dryographus	Oligomerus.brunneus	Abdera.quadrifasciata	Ampedus.pomorum	Chlorophorus.glabromaculatus	Aspidiphorus.lareyniei	Brachygonus.megerlei	PTILIIDAE	Dasytes.nigrocyaneus	Poecilium.pusillum	Platystomos.albinus	Uleiota.planatus	Cortodera.humeralis	Diplocoelus.fagi	Stenagostus.rhombeus	Anaspis.garneysi	Colobicus.hirtus	Rhaphitropis.oxyacanthae	Symbiotes.gibberosus	Hyperisus.plumbeum	Ampedus.quercicola	Lathropus.sepicola	Prionychus.fairmairii	Tilloidea.unifasciata	Anaspis.sp.	Cryptarcha.strigata	Clytus.arietis	Soronia.grisea	Phaeochrotes.pudens	Melanotus.villosus	Triplax.russica	Hylastinus.obscurus	Cis.micans	Cryptarcha.undata	Pyrrhidium.sanguineum	Ctesias.serra	Phloiotrya.tenuis	Dromaeolus.barnabita	Gnathoncus.nidorum	Isorhipis.melasoides	Phymatodes.testaceus	Gastrallus.immarginatus	Ischnomera.caerulea	Melasis.buprestoides	Endophloeus.markovichianus	Ampedus.elongatulus	Gastrallus.laevigatus	Chrysobothris.affinis	Ampedus.nigerrimus	Calambus.bipustulatus	Cerambyx.scopolii	Dacne.bipustulata	Opilo.mollis	Tomoxia.bucephala	Anisandrus.dispar	CORYLOPHIDAE	Gasterocercus.depressirostris	Cetonischema.speciosissima	Pseudosphegesthes.cinerea	Potosia.fieberi	Abdera.biflexuosa	Clytus.tropicus	Poecilium.alni	Mycetochara.maura	Taphrorychus.villifrons	Anaspis.regimbarti	Cetonia.aurata	Mesosa.nebulosa	Xylotrechus.antilope	Tropideres.albirostris	Anaspis.maculata	Dasytes.aeratus	Cis.pygmaeus	Litargus.connexus	Trichoferus.pallidus	Cis.striatulus	Scolytus.intricatus	Taphrorychus.bicolor	Lygistopterus.sanguineus	Anaspis.fasciata	Ampedus.sanguinolentus	Megatoma.undata	Clerus.mutillarius	Nacerdes.carniolica	Eulagius.filicornis	Dasytes.pauperculus	Xyleborus.monographus	Cyclorhipidion.bodoanum	Enicmus.sp.	Berginus.tamarisci	Corticariinae	Xyleborinus.saxesenii
Troncais	3	3	118	Troncais33	intra.inf	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	2	0	0	0	2	0	1	3	0	0	0	1	1	0	3	0	0	0	0	0	0	1	1	0	0	0	1	1	6	0	0	7	4	0	0	0	6	0	0	3	0	0	2	1	0	0	3	1	3	2	0	0	1	1	2	1	2	1	1	1	0	3	1	3	2	2	3	0	0	2	0	5	4	0	9	6	0	15	17	1	41	1
Troncais	3	4	118	Troncais34	infra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	2	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	4	2	0	0	0	0	0	1	0	0	2	0	1	1	0	0	3	0	3	3	0	7	1	2	2	12	1	24	1
Troncais	4	1	207	Troncais41	supra	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	3	0	1	0	0	1	2	0	0	0	0	1	0	1	0	0	3	0	0	0	0	0	2	0	2	0	2	2	0	0	2	0	1	1	0	3	0	0	3	2	9	1	6	0	1	0	2	2	2	1	6	2	0	0	0	9	1	0	7	24	0	4	2	0	42	10	25	5	3	52	20	2
Troncais	4	2	207	Troncais42	intra.sup	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	1	0	0	0	3	0	1	1	0	0	0	0	5	3	0	0	2	0	0	3	0	0	0	1	0	0	0	1	0	3	0	0	1	1	4	0	1	6	0	0	0	1	0	0	6	11	0	0	0	1	2	4	0	0	1	1	0	2	2	0	8	1	9	3	9	1	25	5
Troncais	4	3	207	Troncais43	intra.inf	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	1	1	1	0	0	2	1	0	2	1	3	1	0	0	0	0	1	0	0	2	0	0	0	0	0	2	2	0	0	1	1	0	0	1	1	0	1	0	0	1	0	1	0	1	0	0	6	1	0	1	0	3	2	0	0	1	11	1	8	0	15	19
Troncais	4	4	207	Troncais44	infra	0	0	0	2	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	2	0	0	0	2	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	1	1	2	0	1	2	0	4	0	0	2	0	0	0	0	0	5	2	1	3	1	0	0	0	0	0	1	0	0	0	0	4	0	2	2	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	1	0	0	4	12	0	2	0	3	4	0	0	4	13	0	16	0	7	14
Troncais	5	1	315	Troncais51	supra	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	4	0	1	0	9	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	3	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	3	0	2	0	0	0	0	1	2	0	0	8	3	9	6	10	0	6	1	3	3	1	8	3	10	1	1	2	4	3	1	14	7	0	4	6	0	0	9	8	4	0	55	10	0
Troncais	5	2	315	Troncais52	intra.sup	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	0	0	1	2	0	0	0	2	0	0	4	2	1	0	5	0	0	0	1	2	0	0	0	0	2	0	3	0	0	2	1	0	1	2	0	5	0	0	1	2	1	2	0	0	6	1	1	2	2	0	1	4	2	3	7	7	2	7	0	1	0	3	2	0	2	2	0	7	5	0	3	19	10	28	2	20	18	0
Troncais	5	3	315	Troncais53	intra.inf	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	1	0	0	0	0	2	2	1	1	1	0	1	0	0	11	0	0	4	1	0	0	0	0	0	0	0	0	0	3	2	1	0	1	0	0	0	0	0	0	1	2	3	1	0	2	0	1	2	0	3	1	1	3	4	1	1	0	2	3	0	1	5	3	6	21	1	28	1
Troncais	5	4	315	Troncais54	infra	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	4	1	0	3	2	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	6	0	0	1	0	2	1	5	0	5	0	0	1	8	0	2	0	5	5	0	7	6	1	3	5	0	34	1
Troncais	6	1	327	Troncais61	supra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	2	0	0	0	1	0	0	1	0	1	0	0	0	9	1	1	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	1	0	0	0	1	0	2	1	0	2	0	0	0	0	2	0	1	0	1	0	0	1	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	2	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	2	0	1	4	8	0	5	0	10	2	1	7	29	0	11	5	0	5	18	22	5	2	86	25	1
Troncais	6	2	327	Troncais62	intra.sup	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	1	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	2	1	3	2	0	0	1	1	2	0	0	1	2	0	1	0	1	1	1	2	3	0	0	1	0	0	1	0	0	2	1	0	2	0	0	0	3	0	0	0	1	11	3	2	3	1	2	0	1	1	2	4	7	6	4	0	11	5	8	19	0	3	12	0	15	7	0	16	22	3	38	17	12	18	5
Troncais	6	3	327	Troncais63	intra.inf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	2	1	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	2	0	1	0	2	0	0	1	0	0	1	3	3	3	1	0	0	1	0	0	0	2	1	1	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0	1	2	0	1	1	0	4	2	0	3	0	3	4	10	1	8	0	0	1	4	0	9	0	9	4	0	4	22	6	7	30	5	24	4
Troncais	6	4	327	Troncais64	infra	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	2	0	0	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	3	0	0	1	0	1	0	6	0	0	0	0	1	0	1	0	3	1	0	0	1	0	0	0	0	2	0	0	2	0	0	3	0	0	3	0	0	3	5	0	4	0	1	1	0	7	4	3	0	13	2	25	2
Troncais	7	1	337	Troncais71	supra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	3	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	3	0	0	3	0	2	0	0	0	0	0	0	0	2	1	0	1	0	0	1	0	1	0	0	5	0	0	0	0	4	0	4	0	10	0	0	0	2	0	2	2	0	4	0	14	0	0	10	16	0	3	0	0	6	7	12	10	4	39	24	0
Troncais	7	2	337	Troncais72	intra.sup	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1	0	1	0	1	2	0	0	1	4	1	0	2	1	1	0	2	0	0	1	0	0	0	0	3	4	3	0	0	1	3	2	0	1	2	0	1	1	1	0	6	2	0	3	0	2	2	4	1	12	1	1	3	2	3	3	6	12	0	6	5	2	0	7	3	0	0	4	0	1	2	0	9	6	7	13	16	32	10	0
Troncais	7	3	337	Troncais73	intra.inf	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	2	0	1	0	0	0	0	1	1	0	0	0	2	0	0	0	3	0	1	0	0	0	3	0	0	0	0	0	0	5	3	2	5	0	0	2	0	0	0	1	0	0	0	0	0	0	1	4	0	2	7	0	0	0	0	0	0	1	1	4	3	0	0	1	2	1	1	3	2	1	4	1	0	0	0	3	1	0	4	10	2	5	33	1	26	2
Troncais	7	4	337	Troncais74	infra	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	2	0	1	0	0	0	2	2	0	0	1	0	2	0	0	0	1	1	3	1	1	0	0	0	0	0	0	7	0	3	0	0	0	0	2	0	0	0	0	0	1	0	0	1	2	0	0	0	1	0	1	2	1	0	0	0	0	0	5	1	1	5	1	0	2	3	4	4	0	3	5	0	14	2	3	2	18	2	21	3
Troncais	8	1	350	Troncais81	supra	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	1	0	0	0	0	0	1	0	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	1	0	2	0	3	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	3	0	0	0	3	0	1	3	0	0	0	0	0	0	0	2	5	3	0	13	0	2	5	3	1	2	2	11	11	6	6	1	15	2	2	1	28	0	5	15	0	11	14	16	7	3	41	15	9
Troncais	8	2	350	Troncais82	intra.sup	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	2	0	3	2	0	5	0	0	0	1	1	0	2	0	0	2	2	0	1	1	0	1	0	0	4	0	0	0	1	0	2	0	0	1	2	2	0	1	2	1	6	2	1	6	0	1	2	3	2	2	10	8	7	5	5	1	6	1	0	0	4	0	4	5	0	11	19	15	8	21	6	42	0
Troncais	8	3	350	Troncais83	intra.inf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	9	0	0	0	2	0	0	1	0	2	2	0	1	0	0	0	0	0	1	1	0	2	0	0	3	3	1	3	0	2	0	0	0	1	2	3	0	1	0	0	4	0	0	0	0	1	1	0	3	1	0	0	0	0	3	0	0	1	2	0	3	4	2	4	2	3	0	0	11	3	3	0	1	0	0	4	3	2	4	0	2	1	4	0	5	0	7	4	0	9	9	13	2	48	1	51	1
